Time,Volt
+2.940000E-03,-14.159943E-03
+2.942500E-03,-14.190698E-03
+2.945000E-03,-14.216639E-03
+2.947500E-03,-13.821237E-03
+2.950000E-03,-13.952249E-03
+2.952500E-03,-13.259215E-03
+2.955000E-03,-13.663957E-03
+2.957500E-03,-13.383535E-03
+2.960000E-03,-13.151696E-03
+2.962500E-03,-12.947223E-03
+2.965000E-03,-13.647353E-03
+2.967500E-03,-12.907623E-03
+2.970000E-03,-12.868622E-03
+2.972500E-03,-13.450473E-03
+2.975000E-03,-12.916143E-03
+2.977500E-03,-13.380392E-03
+2.980000E-03,-13.127064E-03
+2.982500E-03,-12.652077E-03
+2.985000E-03,-12.397104E-03
+2.987500E-03,-13.323940E-03
+2.990000E-03,-12.793326E-03
+2.992500E-03,-12.962841E-03
+2.995000E-03,-13.336832E-03
+2.997500E-03,-12.834980E-03
+3.000000E-03,-13.072600E-03
+3.002500E-03,-12.962427E-03
+3.005000E-03,-12.897878E-03
+3.007500E-03,-12.639678E-03
+3.010000E-03,-13.158226E-03
+3.012500E-03,-12.853826E-03
+3.015000E-03,-12.690261E-03
+3.017500E-03,-13.211535E-03
+3.020000E-03,-12.959947E-03
+3.022500E-03,-13.013837E-03
+3.025000E-03,-13.277656E-03
+3.027500E-03,-13.094914E-03
+3.030000E-03,-13.334189E-03
+3.032500E-03,-12.959530E-03
+3.035000E-03,-13.276075E-03
+3.037500E-03,-12.979207E-03
+3.040000E-03,-13.280965E-03
+3.042500E-03,-13.735700E-03
+3.045000E-03,-14.096380E-03
+3.047500E-03,-13.441309E-03
+3.050000E-03,-13.497006E-03
+3.052500E-03,-13.914720E-03
+3.055000E-03,-14.056135E-03
+3.057500E-03,-14.021168E-03
+3.060000E-03,-14.489133E-03
+3.062500E-03,-15.270581E-03
+3.065000E-03,-15.093322E-03
+3.067500E-03,-14.533186E-03
+3.070000E-03,-14.596000E-03
+3.072500E-03,-14.743864E-03
+3.075000E-03,-14.596167E-03
+3.077500E-03,-14.646755E-03
+3.080000E-03,-14.634192E-03
+3.082500E-03,-15.249770E-03
+3.085000E-03,-15.128125E-03
+3.087500E-03,-14.848434E-03
+3.090000E-03,-15.585741E-03
+3.092500E-03,-15.413846E-03
+3.095000E-03,-15.591938E-03
+3.097500E-03,-15.645499E-03
+3.100000E-03,-15.411988E-03
+3.102500E-03,-16.320158E-03
+3.105000E-03,-16.238500E-03
+3.107500E-03,-15.742776E-03
+3.110000E-03,-16.090462E-03
+3.112500E-03,-16.386960E-03
+3.115000E-03,-16.270245E-03
+3.117500E-03,-16.606470E-03
+3.120000E-03,-16.553163E-03
+3.122500E-03,-16.839392E-03
+3.125000E-03,-16.606895E-03
+3.127500E-03,-16.486868E-03
+3.130000E-03,-16.867063E-03
+3.132500E-03,-17.002369E-03
+3.135000E-03,-16.848559E-03
+3.137500E-03,-17.345132E-03
+3.140000E-03,-17.431451E-03
+3.142500E-03,-17.567354E-03
+3.145000E-03,-17.426364E-03
+3.147500E-03,-17.602329E-03
+3.150000E-03,-17.392501E-03
+3.152500E-03,-18.035918E-03
+3.155000E-03,-17.746031E-03
+3.157500E-03,-18.001199E-03
+3.160000E-03,-17.183159E-03
+3.162500E-03,-18.208571E-03
+3.165000E-03,-18.089053E-03
+3.167500E-03,-18.157290E-03
+3.170000E-03,-18.148297E-03
+3.172500E-03,-17.922940E-03
+3.175000E-03,-17.736951E-03
+3.177500E-03,-17.683559E-03
+3.180000E-03,-18.170884E-03
+3.182500E-03,-18.289198E-03
+3.185000E-03,-18.612604E-03
+3.187500E-03,-18.176735E-03
+3.190000E-03,-18.053557E-03
+3.192500E-03,-18.569409E-03
+3.195000E-03,-17.947896E-03
+3.197500E-03,-18.427646E-03
+3.200000E-03,-18.647062E-03
+3.202500E-03,-17.944496E-03
+3.205000E-03,-18.726445E-03
+3.207500E-03,-18.368578E-03
+3.210000E-03,-18.437240E-03
+3.212500E-03,-18.397278E-03
+3.215000E-03,-18.233614E-03
+3.217500E-03,-18.885579E-03
+3.220000E-03,-18.792573E-03
+3.222500E-03,-18.509649E-03
+3.225000E-03,-18.427817E-03
+3.227500E-03,-18.710306E-03
+3.230000E-03,-17.872521E-03
+3.232500E-03,-17.862751E-03
+3.235000E-03,-18.249232E-03
+3.237500E-03,-18.051019E-03
+3.240000E-03,-17.806393E-03
+3.242500E-03,-18.116101E-03
+3.245000E-03,-17.994573E-03
+3.247500E-03,-17.715750E-03
+3.250000E-03,-18.725745E-03
+3.252500E-03,-18.114445E-03
+3.255000E-03,-17.652236E-03
+3.257500E-03,-17.982185E-03
+3.260000E-03,-17.762424E-03
+3.262500E-03,-17.564034E-03
+3.265000E-03,-17.875665E-03
+3.267500E-03,-17.502009E-03
+3.270000E-03,-17.313128E-03
+3.272500E-03,-18.000591E-03
+3.275000E-03,-17.266105E-03
+3.277500E-03,-17.353781E-03
+3.280000E-03,-17.200679E-03
+3.282500E-03,-17.313128E-03
+3.285000E-03,-17.193605E-03
+3.287500E-03,-17.532360E-03
+3.290000E-03,-17.260001E-03
+3.292500E-03,-17.234610E-03
+3.295000E-03,-17.056120E-03
+3.297500E-03,-17.373331E-03
+3.300000E-03,-17.329185E-03
+3.302500E-03,-17.317242E-03
+3.305000E-03,-16.603506E-03
+3.307500E-03,-16.917665E-03
+3.310000E-03,-16.776156E-03
+3.312500E-03,-16.449169E-03
+3.315000E-03,-17.077575E-03
+3.317500E-03,-16.763505E-03
+3.320000E-03,-16.176282E-03
+3.322500E-03,-16.342562E-03
+3.325000E-03,-16.527063E-03
+3.327500E-03,-15.811605E-03
+3.330000E-03,-16.688840E-03
+3.332500E-03,-16.144430E-03
+3.335000E-03,-15.915070E-03
+3.337500E-03,-16.010271E-03
+3.340000E-03,-16.016196E-03
+3.342500E-03,-16.122623E-03
+3.345000E-03,-15.906004E-03
+3.347500E-03,-15.604496E-03
+3.350000E-03,-15.931576E-03
+3.352500E-03,-15.943692E-03
+3.355000E-03,-15.887517E-03
+3.357500E-03,-15.949794E-03
+3.360000E-03,-15.812140E-03
+3.362500E-03,-15.319408E-03
+3.365000E-03,-15.434718E-03
+3.367500E-03,-15.027234E-03
+3.370000E-03,-15.027504E-03
+3.372500E-03,-15.920270E-03
+3.375000E-03,-14.644698E-03
+3.377500E-03,-14.991339E-03
+3.380000E-03,-15.139671E-03
+3.382500E-03,-15.145593E-03
+3.385000E-03,-14.831072E-03
+3.387500E-03,-14.957150E-03
+3.390000E-03,-15.716929E-03
+3.392500E-03,-14.662194E-03
+3.395000E-03,-14.944767E-03
+3.397500E-03,-15.089781E-03
+3.400000E-03,-14.565464E-03
+3.402500E-03,-14.816721E-03
+3.405000E-03,-14.997887E-03
+3.407500E-03,-14.775801E-03
+3.410000E-03,-15.189650E-03
+3.412500E-03,-14.753364E-03
+3.415000E-03,-14.754361E-03
+3.417500E-03,-14.869298E-03
+3.420000E-03,-13.903503E-03
+3.422500E-03,-14.193774E-03
+3.425000E-03,-14.847857E-03
+3.427500E-03,-14.307293E-03
+3.430000E-03,-15.030200E-03
+3.432500E-03,-15.058467E-03
+3.435000E-03,-14.797971E-03
+3.437500E-03,-14.643803E-03
+3.440000E-03,-15.146954E-03
+3.442500E-03,-14.561598E-03
+3.445000E-03,-14.708755E-03
+3.447500E-03,-15.286918E-03
+3.450000E-03,-14.801022E-03
+3.452500E-03,-15.164065E-03
+3.455000E-03,-14.624869E-03
+3.457500E-03,-14.517445E-03
+3.460000E-03,-15.256425E-03
+3.462500E-03,-15.193611E-03
+3.465000E-03,-14.765468E-03
+3.467500E-03,-14.944854E-03
+3.470000E-03,-14.891462E-03
+3.472500E-03,-15.170893E-03
+3.475000E-03,-14.973029E-03
+3.477500E-03,-15.532625E-03
+3.480000E-03,-14.712258E-03
+3.482500E-03,-15.859350E-03
+3.485000E-03,-15.084148E-03
+3.487500E-03,-14.879083E-03
+3.490000E-03,-15.839309E-03
+3.492500E-03,-15.181327E-03
+3.495000E-03,-15.453924E-03
+3.497500E-03,-15.431293E-03
+3.500000E-03,-14.958707E-03
+3.502500E-03,-15.226870E-03
+3.505000E-03,-15.528839E-03
+3.507500E-03,-15.080365E-03
+3.510000E-03,-15.720976E-03
+3.512500E-03,-15.868682E-03
+3.515000E-03,-15.231952E-03
+3.517500E-03,-15.540660E-03
+3.520000E-03,-15.063272E-03
+3.522500E-03,-15.955139E-03
+3.525000E-03,-16.166400E-03
+3.527500E-03,-16.091951E-03
+3.530000E-03,-15.585741E-03
+3.532500E-03,-15.961697E-03
+3.535000E-03,-16.456459E-03
+3.537500E-03,-15.946550E-03
+3.540000E-03,-16.624942E-03
+3.542500E-03,-16.304683E-03
+3.545000E-03,-16.097303E-03
+3.547500E-03,-16.742172E-03
+3.550000E-03,-16.214348E-03
+3.552500E-03,-16.242055E-03
+3.555000E-03,-16.327227E-03
+3.557500E-03,-15.935946E-03
+3.560000E-03,-16.069503E-03
+3.562500E-03,-16.606563E-03
+3.565000E-03,-16.094254E-03
+3.567500E-03,-15.943033E-03
+3.570000E-03,-16.405184E-03
+3.572500E-03,-16.713347E-03
+3.575000E-03,-16.983260E-03
+3.577500E-03,-17.149624E-03
+3.580000E-03,-16.449434E-03
+3.582500E-03,-16.750660E-03
+3.585000E-03,-16.719441E-03
+3.587500E-03,-16.559453E-03
+3.590000E-03,-16.232820E-03
+3.592500E-03,-17.096702E-03
+3.595000E-03,-17.141801E-03
+3.597500E-03,-16.872488E-03
+3.600000E-03,-17.139730E-03
+3.602500E-03,-16.631878E-03
+3.605000E-03,-17.865232E-03
+3.607500E-03,-17.106125E-03
+3.610000E-03,-16.854208E-03
+3.612500E-03,-17.470635E-03
+3.615000E-03,-17.083573E-03
+3.617500E-03,-17.042744E-03
+3.620000E-03,-17.405930E-03
+3.622500E-03,-17.216807E-03
+3.625000E-03,-16.920919E-03
+3.627500E-03,-17.445227E-03
+3.630000E-03,-17.045694E-03
+3.632500E-03,-17.234610E-03
+3.635000E-03,-17.319694E-03
+3.637500E-03,-16.952137E-03
+3.640000E-03,-16.848494E-03
+3.642500E-03,-17.677735E-03
+3.645000E-03,-17.238416E-03
+3.647500E-03,-16.587245E-03
+3.650000E-03,-17.485201E-03
+3.652500E-03,-17.621679E-03
+3.655000E-03,-17.529551E-03
+3.657500E-03,-17.995042E-03
+3.660000E-03,-16.816229E-03
+3.662500E-03,-16.935957E-03
+3.665000E-03,-17.239278E-03
+3.667500E-03,-17.281243E-03
+3.670000E-03,-17.144199E-03
+3.672500E-03,-17.310083E-03
+3.675000E-03,-17.250696E-03
+3.677500E-03,-17.284957E-03
+3.680000E-03,-17.391646E-03
+3.682500E-03,-17.099943E-03
+3.685000E-03,-16.829364E-03
+3.687500E-03,-17.156189E-03
+3.690000E-03,-16.854489E-03
+3.692500E-03,-16.942141E-03
+3.695000E-03,-16.681655E-03
+3.697500E-03,-16.957556E-03
+3.700000E-03,-17.030176E-03
+3.702500E-03,-17.149619E-03
+3.705000E-03,-16.888652E-03
+3.707500E-03,-16.951466E-03
+3.710000E-03,-16.995050E-03
+3.712500E-03,-16.386428E-03
+3.715000E-03,-16.963931E-03
+3.717500E-03,-16.776261E-03
